param_type,param_name,out_u_bound,in_l_bound,out_l_bound,in_u_bound,base
output,g167_phi_2,1,0.47299034967665815,0,0.48217300471365826,10
output,g168_phi_1,1,0.33055580906299553,0,0.34331010316234134,10
output,g168_Phi,1,0.32362330968544323,0,0.33322553626171525,10
output,g168_phi_2,1,0.6922739422554932,0,0.69742987422858,10
output,g169_phi_1,1,0.16829118885126632,0,0.19705990806020826,10
output,g169_Phi,1,0.31818859415179596,0,0.3259054503543419,10
output,g169_phi_2,1,0.6383594484014793,0,0.6429588794097906,10
output,g171_phi_1,1,0.18338374205269517,0,0.20016624636310748,10
output,g171_Phi,1,0.20908586976274826,0,0.21375675240648367,10
output,g171_phi_2,1,0.5167072068158731,0,0.5261712142724194,10
output,g172_phi_1,1,0.1389970140326359,0,0.1994260415939901,10
output,g172_Phi,1,0.45909078960058636,0,0.4671491534899571,10
output,g172_phi_2,1,0.5171958979499742,0,0.5271786188039641,10
output,g173_phi_1,1,-0.3494982051216331,0,-0.1922756013003503,10
output,g173_Phi,1,0.3762848961968813,0,0.3893078716599163,10
output,g173_phi_2,1,0.43367384663706127,0,0.45650267772585024,10
output,g175_phi_1,1,-0.05988213325228147,0,-0.03295306171483705,10
output,g175_Phi,1,0.3822152230475337,0,0.3901576247082597,10
output,g175_phi_2,1,0.4758164130313181,0,0.48029446000300646,10
output,g176_phi_1,1,-0.6736026866528874,0,-0.622274958756852,10
output,g176_Phi,1,0.41785350516847647,0,0.4222121710342237,10
output,g176_phi_2,1,0.522744093118784,0,0.5271012090571184,10
output,g177_phi_1,1,0.20723030984835328,0,0.24526583945746122,10
output,g177_Phi,1,0.3530502396425894,0,0.3769052909238141,10
output,g177_phi_2,1,0.6153291873878256,0,0.6270584640009896,10
output,g178_phi_1,1,-0.3550299466903082,0,-0.23799703062488464,10
output,g178_Phi,1,0.3790152866934832,0,0.38891784515691447,10
output,g178_phi_2,1,0.43277694076486,0,0.4429185453698417,10
output,g179_phi_1,1,0.009875633712160117,0,0.024608796126557867,10
output,g179_Phi,1,0.3359791423403533,0,0.35682865519646184,10
output,g179_phi_2,1,0.5560008026086427,0,0.5676379492384902,10
output,g180_phi_1,1,0.12142851836796285,0,0.14472984082464985,10
output,g180_Phi,1,0.24897809589265343,0,0.2596177668143341,10
output,g180_phi_2,1,0.632619236619118,0,0.6346586081826721,10
output,g181_phi_1,1,-0.611845492231118,0,-0.4862099349802408,10
output,g181_Phi,1,0.36142561298389103,0,0.37023543728317715,10
output,g181_phi_2,1,0.5323976270656924,0,0.5363942886374449,10
output,g183_phi_1,1,0.18437908065859643,0,0.20862943831568784,10
output,g183_Phi,1,0.2007684447831714,0,0.20964903536822876,10
output,g183_phi_2,1,0.5150919398239239,0,0.5168129163686884,10
output,g185_phi_1,1,-0.35321410597523606,0,-0.17188169824492472,10
output,g185_Phi,1,0.37221215165406185,0,0.3893964652184747,10
output,g185_phi_2,1,0.4332576563973488,0,0.44995639994354203,10
output,g186_phi_1,1,0.471365065418019,0,0.4803806780124688,10
output,g186_Phi,1,0.45399066996822984,0,0.4583356259919475,10
output,g186_phi_2,1,0.7702627381705932,0,0.7785853278629622,10
output,g187_phi_1,1,0.2743887955503789,0,0.3034984457923137,10
output,g187_Phi,1,0.4066423553507664,0,0.4153072922255674,10
output,g187_phi_2,1,0.6024615280416099,0,0.6061232917256294,10
output,g188_phi_1,1,0.29428982710071805,0,0.3147517737150442,10
output,g188_Phi,1,0.33781852877170127,0,0.3483438114793695,10
output,g188_phi_2,1,0.66138669778177,0,0.6655434693554905,10
output,g189_phi_1,1,0.37195402714013137,0,0.4219985606833577,10
output,g189_Phi,1,0.43181391025293736,0,0.4434038168871257,10
output,g189_phi_2,1,0.7110560514503469,0,0.722707943693876,10
output,g190_phi_1,1,0.23766938387842554,0,0.27666856184527744,10
output,g190_Phi,1,0.2919235758838846,0,0.2990494465975396,10
output,g190_phi_2,1,0.5833008155134832,0,0.5917655936219417,10
output,g191_phi_1,1,0.11186714680446952,0,0.13379430060451258,10
output,g191_Phi,1,0.24873322980480475,0,0.26531320255429713,10
output,g191_phi_2,1,0.5666849165210194,0,0.5719649085388393,10
output,g192_phi_1,1,0.3309005596679337,0,0.3530502396425894,10
output,g192_Phi,1,0.32754283193252204,0,0.33360846758829316,10
output,g192_phi_2,1,0.6971246808765977,0,0.6985528813823234,10
output,g193_phi_1,1,0.14435622736818346,0,0.16187687682828636,10
output,g193_Phi,1,0.4153740502737971,0,0.42499590961736056,10
output,g193_phi_2,1,0.5942267574809134,0,0.6055636060704989,10
output,g194_phi_1,1,-0.3041944746112059,0,0.050998079173384094,10
output,g194_Phi,1,0.4807828025614793,0,0.4895366294820953,10
output,g194_phi_2,1,0.3571150095103835,0,0.47234682032055364,10
output,g195_phi_1,1,0.6577440562473756,0,0.6717650793798131,10
output,g195_Phi,1,0.4653382298600882,0,0.47532245076668905,10
output,g195_phi_2,1,-0.5423451457815401,0,-0.37795184908075236,10
output,g196_phi_1,1,0.08289303328817936,0,0.11630881465541631,10
output,g196_Phi,1,0.4285882976686139,0,0.4453862230321647,10
output,g196_phi_2,1,0.6268021372026005,0,0.6367987118700661,10
output,g197_phi_1,1,0.2721898314504406,0,0.28221413306233545,10
output,g197_Phi,1,0.28938825677577745,0,0.2926768671851159,10
output,g197_phi_2,1,0.5893127648284227,0,0.5912204796342854,10
output,g198_phi_1,1,0.06892761168207182,0,0.10009471501498937,10
output,g198_Phi,1,0.4174716932032931,0,0.42334419363278747,10
output,g198_phi_2,1,0.44994098877333755,0,0.4568516853819478,10
output,g199_phi_1,1,-0.7318902701915216,0,-0.37196887157921565,10
output,g199_Phi,1,0.4429342077562655,0,0.4470028984661623,10
output,g199_phi_2,1,0.45704882658563134,0,0.4789991316733571,10
output,g200_phi_1,1,-0.02834384616272076,0,0.017033339298780367,10
output,g200_Phi,1,0.459754249114512,0,0.46235306855961533,10
output,g200_phi_2,1,0.6158974704490114,0,0.6247666672214047,10
output,g201_phi_1,1,-0.29737131882049445,0,-0.24474273856485979,10
output,g201_Phi,1,0.39199307225971286,0,0.4022613824546801,10
output,g201_phi_2,1,0.41045666479731374,0,0.4167236975467344,10
output,g202_phi_1,1,-0.1567983775734343,0,-0.1203021479194744,10
output,g202_Phi,1,0.2855573090077737,0,0.30194105779520447,10
output,g202_phi_2,1,0.4578516312556078,0,0.4763678244560013,10
output,g203_phi_1,1,-0.28392984696857604,0,-0.19138396457300808,10
output,g203_Phi,1,0.379178565528129,0,0.39483677127915584,10
output,g203_phi_2,1,0.5257960697118919,0,0.5423522985527542,10
output,g204_phi_1,1,0.19517984243190323,0,0.22778390085371822,10
output,g204_Phi,1,0.33745926129065607,0,0.3430539229128484,10
output,g204_phi_2,1,0.6260116987513503,0,0.6357651427958145,10
output,g205_phi_1,1,0.07939833901985499,0,0.10424804699044428,10
output,g205_Phi,1,0.4286368592686089,0,0.44446638802019306,10
output,g205_phi_2,1,0.6348700735547614,0,0.6418011954739224,10
output,g206_phi_1,1,-0.22039629460804172,0,-0.1816091322218942,10
output,g206_Phi,1,0.28929902887841635,0,0.30198439407043903,10
output,g206_phi_2,1,0.4778733801677199,0,0.4942937686653326,10
output,g207_phi_1,1,0.2963141033532408,0,0.3094385246419241,10
output,g207_Phi,1,0.2626646246762555,0,0.28080592839366675,10
output,g207_phi_2,1,0.5745058369773249,0,0.5820861002474853,10
output,g208_phi_1,1,0.07656763044493815,0,0.12557884900218494,10
output,g208_Phi,1,0.2665374302343065,0,0.27105126149234704,10
output,g208_phi_2,1,0.5615426126181953,0,0.5663078326980918,10
output,g209_phi_1,1,0.36543182249042006,0,0.39532639306935086,10
output,g209_Phi,1,0.4202693840782253,0,0.43536650661266124,10
output,g209_phi_2,1,0.6844234245002409,0,0.6986745836338983,10
output,g210_phi_1,1,0.1388393124143218,0,0.15938670096175456,10
output,g210_Phi,1,0.18207210385738667,0,0.20098721916316623,10
output,g210_phi_2,1,0.6202922479198407,0,0.6232492903979004,10
output,g211_phi_1,1,0.11471104055836234,0,0.15106325335375018,10
output,g211_Phi,1,0.32754283193252204,0,0.33589899202511175,10
output,g211_phi_2,1,0.5017847633884995,0,0.5064373800202966,10
output,g212_phi_1,1,-0.19507042095682697,0,-0.16055337883384768,10
output,g212_Phi,1,0.28927671903935953,0,0.310820715018279,10
output,g212_phi_2,1,0.47853763785889775,0,0.49515565742419065,10
output,g213_phi_1,1,-0.33923884105898555,0,-0.17740045677872884,10
output,g213_Phi,1,0.3658248068593644,0,0.3893964652184747,10
output,g213_phi_2,1,0.4064720504656762,0,0.42056630374469284,10
output,g215_phi_1,1,0.20758051476543124,0,0.2438810022183186,10
output,g215_Phi,1,0.35258767058604795,0,0.3726358805817206,10
output,g215_phi_2,1,0.61559237384182,0,0.6209476455592238,10
output,g216_phi_1,1,0.3602903997857119,0,0.3953438693568285,10
output,g216_Phi,1,0.4204673530762531,0,0.4353505689080446,10
output,g216_phi_2,1,0.6893177403105594,0,0.7012743269021317,10
output,g217_phi_1,1,-0.23929863225347844,0,-0.1956560815201341,10
output,g217_Phi,1,0.2894551656702844,0,0.30717501204034503,10
output,g217_phi_2,1,0.47337016928879455,0,0.49418243251605837,10
output,g218_phi_1,1,0.19318027356534526,0,0.21829912588517275,10
output,g218_Phi,1,0.2312401489450753,0,0.2452411489044597,10
output,g218_phi_2,1,0.5196311389796142,0,0.5222877027848908,10
output,g219_phi_1,1,-0.29756946355447467,0,-0.06274296359447583,10
output,g219_Phi,1,0.4759761041397657,0,0.48293072386038577,10
output,g219_phi_2,1,0.3837615244841659,0,0.4271776440015608,10
output,g220_phi_1,1,-0.2659846881306431,0,-0.22693798301313867,10
output,g220_Phi,1,0.3990503818736487,0,0.4022613824546801,10
output,g220_phi_2,1,0.40956119452184986,0,0.41703967508871914,10
output,g221_phi_1,1,0.4630564280851582,0,0.4952806282605726,10
output,g221_Phi,1,0.4372113226245819,0,0.4393326938302626,10
output,g221_phi_2,1,0.769628376160228,0,0.7830384149284616,10
output,g222_phi_1,1,0.7858350313586662,0,0.7925807765711754,10
output,g222_Phi,1,0.45639640231068557,0,0.4579121601033578,10
output,g222_phi_2,1,0.392802437083664,0,0.41121552307514275,10
output,g223_phi_1,1,0.6341748717626001,0,0.6704221334289548,10
output,g223_Phi,1,0.4620384329699832,0,0.4756711883244296,10
output,g223_phi_2,1,-2.429900921008042,0,-0.39356488889812496,10
output,g224_phi_1,1,0.3708830167776058,0,0.38722960620052926,10
output,g224_Phi,1,0.36821248118738614,0,0.3822512461465842,10
output,g224_phi_2,1,0.5737184630775564,0,0.5804459617811073,10
output,g225_phi_1,1,-0.09321257928840421,0,0.16622283457208423,10
output,g225_Phi,1,0.48412893576411076,0,0.4896210322579714,10
output,g225_phi_2,1,0.556278372625838,0,0.6392772603419783,10
output,g226_phi_1,1,0.1197176591054949,0,0.1586639808139893,10
output,g226_Phi,1,0.35266479965110054,0,0.3837076763120934,10
output,g226_phi_2,1,0.5435093064650267,0,0.5522178735741752,10
output,g227_phi_1,1,-1.2886990400838343,0,0.007449044497748779,10
output,g227_Phi,1,0.48857891652525226,0,0.49185174972141577,10
output,g227_phi_2,1,0.46703063546584694,0,0.5823929378264562,10
output,g228_phi_1,1,0.37401474029191156,0,0.3793236507533153,10
output,g228_Phi,1,0.3424818987595163,0,0.3501898499993342,10
output,g228_phi_2,1,0.57486431366454,0,0.5814831582758551,10
output,g229_phi_1,1,0.07532793416325864,0,0.11504439525841312,10
output,g229_Phi,1,0.26625522229765086,0,0.27021285489624264,10
output,g229_phi_2,1,0.5613757138308916,0,0.567285217961632,10
output,g230_phi_1,1,0.38192693063722727,0,0.38628488676785794,10
output,g230_Phi,1,0.36475730657121086,0,0.36906735527776635,10
output,g230_phi_2,1,0.6587362064486235,0,0.6655528500750247,10
output,g231_phi_1,1,0.4030861882391698,0,0.41477285809333103,10
output,g231_Phi,1,0.4151069564880702,0,0.43285709699732816,10
output,g231_phi_2,1,0.6030360562505217,0,0.6201672980572502,10
output,g232_phi_1,1,0.08873836527399838,0,0.10287943486937795,10
output,g232_Phi,1,0.42590901267520304,0,0.43226359025366645,10
output,g232_phi_2,1,0.6366583711166833,0,0.6400936784530191,10
output,g233_phi_1,1,0.24907600368361157,0,0.27724237278135827,10
output,g233_Phi,1,0.2906132849749863,0,0.2943339335834557,10
output,g233_phi_2,1,0.5853930419770905,0,0.5919434419444202,10
output,g234_phi_1,1,0.049334335972283816,0,0.08350261983026738,10
output,g234_Phi,1,0.43779811070816826,0,0.4490307604004151,10
output,g234_phi_2,1,0.5616975326539934,0,0.5733010394344609,10
output,g235_phi_1,1,0.37401474029191156,0,0.39038748031727893,10
output,g235_Phi,1,0.3773791131574399,0,0.39585037601878104,10
output,g235_phi_2,1,0.6947016980967039,0,0.7076468095390498,10
output,g236_phi_1,1,0.1720772569694806,0,0.20590776262738583,10
output,g236_Phi,1,0.4158243988887613,0,0.4211595347740807,10
output,g236_phi_2,1,0.5166543423890522,0,0.5282094324774077,10
output,g237_phi_1,1,0.3305963821648471,0,0.3371596445268558,10
output,g237_Phi,1,0.33941168713167685,0,0.3513904151422525,10
output,g237_phi_2,1,0.6085153365370353,0,0.6132390976161385,10
output,g238_phi_1,1,-0.10847926772581765,0,-0.08137737070865896,10
output,g238_Phi,1,0.27909632974760124,0,0.29554510981174126,10
output,g238_phi_2,1,0.5264685124694775,0,0.5320023095824342,10
output,g239_phi_1,1,0.3709199921709195,0,0.3900868754237662,10
output,g239_Phi,1,0.3729672063871548,0,0.38252132418967993,10
output,g239_phi_2,1,0.5746330722545173,0,0.580765363074483,10
output,g240_phi_1,1,0.3705871002466761,0,0.3808983308391545,10
output,g240_Phi,1,0.37617532271783327,0,0.38275525604661714,10
output,g240_phi_2,1,0.572604440549203,0,0.5753957021114063,10
output,g241_phi_1,1,0.33913330596987895,0,0.353820094897413,10
output,g241_Phi,1,0.27517309556619607,0,0.298001111407518,10
output,g241_phi_2,1,0.6901783533613586,0,0.7014039064475558,10
output,g242_phi_1,1,0.413064946837411,0,0.4276645940621853,10
output,g242_Phi,1,0.35900022737468656,0,0.36051767993842804,10
output,g242_phi_2,1,0.6806527317073041,0,0.6823978145755294,10
output,g243_phi_1,1,0.3741432107800257,0,0.38107896324283286,10
output,g243_Phi,1,0.34654855854847394,0,0.3509841436860275,10
output,g243_phi_2,1,0.5764565324056201,0,0.5814717739623977,10
output,g244_phi_1,1,0.1402565696774166,0,0.1569729418962972,10
output,g244_Phi,1,0.20013885385738056,0,0.20363112633051247,10
output,g244_phi_2,1,0.5836634358455981,0,0.591621038213319,10
output,g245_phi_1,1,0.38154825619109883,0,0.39555352997090315,10
output,g245_Phi,1,0.4195592531957206,0,0.43504764133996454,10
output,g245_phi_2,1,0.694596425219048,0,0.6992131411739221,10
output,g246_phi_1,1,0.2566215460697056,0,0.2783419690609072,10
output,g246_Phi,1,0.28742099575983127,0,0.29567703401746503,10
output,g246_phi_2,1,0.5874303223714051,0,0.5920434496293614,10
output,g247_phi_1,1,-0.12365512375306799,0,-0.09054560327979473,10
output,g247_Phi,1,0.3284407673684076,0,0.334835601526356,10
output,g247_phi_2,1,0.5973221466588428,0,0.6126673230547415,10
output,g248_phi_1,1,0.20458117557757124,0,0.2185617616466258,10
output,g248_Phi,1,0.26318615741370516,0,0.2667489659082021,10
output,g248_phi_2,1,0.6292974428542011,0,0.6348197339951785,10
output,g249_phi_1,1,0.36744910726860436,0,0.39866901121082,10
output,g249_Phi,1,0.41542411207653496,0,0.43536650661266124,10
output,g249_phi_2,1,0.691885651387701,0,0.7023529769343086,10
output,g250_phi_1,1,0.1537843864693698,0,0.17894818511680188,10
output,g250_Phi,1,0.3769417571467587,0,0.37928738399071366,10
output,g250_phi_2,1,0.5124842758779019,0,0.5143617763705739,10
output,g251_phi_1,1,0.7640041745464498,0,0.7752754060428481,10
output,g251_Phi,1,0.4519552097682025,0,0.4593774078279145,10
output,g251_phi_2,1,0.319855273667932,0,0.34828538752261184,10
output,g252_phi_1,1,0.25913975842101866,0,0.2752652731070076,10
output,g252_Phi,1,0.2450682757183994,0,0.25787048582321465,10
output,g252_phi_2,1,0.5408923160154696,0,0.5482050956507413,10
output,g253_phi_1,1,0.2816922671609375,0,0.32399420218197394,10
output,g253_Phi,1,0.4659179532119353,0,0.48145696141700745,10
output,g253_phi_2,1,0.6227009060458885,0,0.6406801532776651,10
output,g254_phi_1,1,0.30375746835381096,0,0.32549513856426415,10
output,g254_Phi,1,0.28941056088598976,0,0.2971912890319882,10
output,g254_phi_2,1,0.6763551852565641,0,0.6833172619218826,10
output,g255_phi_1,1,0.040562785081311774,0,0.07140328353146858,10
output,g255_Phi,1,0.41067602675495424,0,0.4173886461656744,10
output,g255_phi_2,1,0.629929218138726,0,0.6380997148396712,10
output,g256_phi_1,1,0.2742733377584179,0,0.29883125201803873,10
output,g256_Phi,1,0.3317713562909274,0,0.3333464984243865,10
output,g256_phi_2,1,0.686520084416616,0,0.6928821547226188,10
output,g257_phi_1,1,0.20136980934312224,0,0.21774707326279363,10
output,g257_Phi,1,0.2474576958148116,0,0.25980882295462887,10
output,g257_phi_2,1,0.5956725492668526,0,0.5984840952830535,10
output,g258_phi_1,1,0.20509604757848396,0,0.21895541772872232,10
output,g258_Phi,1,0.29946371452845005,0,0.3045766887661129,10
output,g258_phi_2,1,0.5239804546849925,0,0.5315683214089838,10
output,g259_phi_1,1,0.0019499410842679383,0,0.0671080690595657,10
output,g259_Phi,1,0.43519115968517735,0,0.44454441573953246,10
output,g259_phi_2,1,0.5506318758947283,0,0.5703210661416779,10
output,g261_phi_1,1,-0.048779085979088956,0,0.018450832386356135,10
output,g261_Phi,1,0.45236919596034353,0,0.45540831524228564,10
output,g261_phi_2,1,0.579223223940592,0,0.587407863123228,10
output,g262_phi_1,1,0.13754399455465258,0,0.18554215485437514,10
output,g262_Phi,1,0.3781070625097422,0,0.3958678312339883,10
output,g262_phi_2,1,0.5844895320409749,0,0.5929313961294482,10
output,g264_phi_1,1,0.04875245769948963,0,0.07656763044493815,10
output,g264_Phi,1,0.4302363534115104,0,0.4482733552073497,10
output,g264_phi_2,1,0.5615426126181953,0,0.568366020627623,10
output,g265_phi_1,1,0.25102953852390314,0,0.2646053443916627,10
output,g265_Phi,1,0.24291394681892522,0,0.2584936113939124,10
output,g265_phi_2,1,0.6107772365071855,0,0.612306930268642,10
output,g268_phi_1,1,-0.11270910571234019,0,-0.03191884289918494,10
output,g268_Phi,1,0.3874076249281831,0,0.39211633381600974,10
output,g268_phi_2,1,0.4401058390366595,0,0.44681666583813573,10
output,g269_phi_1,1,0.26738295542423457,0,0.2874882084012877,10
output,g269_Phi,1,0.3139304625334623,0,0.3267863101983951,10
output,g269_phi_2,1,0.6414245306784958,0,0.6437486854595257,10
output,g270_phi_1,1,-1.4211202185714304,0,-0.8604042415300278,10
output,g270_Phi,1,0.4451681333275691,0,0.44794834818542983,10
output,g270_phi_2,1,0.446381812222442,0,0.47364751985722314,10
output,g271_phi_1,1,0.023046584075505194,0,0.042654253167793324,10
output,g271_Phi,1,0.288740938794287,0,0.29848191251348277,10
output,g271_phi_2,1,0.6293892092117832,0,0.6352524636418486,10
output,g272_phi_1,1,-0.025543576248926003,0,-0.003295739936719659,10
output,g272_Phi,1,0.35560475095880406,0,0.3692900894386806,10
output,g272_phi_2,1,0.4777577533081702,0,0.4922713579491338,10
output,g273_phi_1,1,0.20433707562815495,0,0.21637705798817303,10
output,g273_Phi,1,0.37834338357477026,0,0.3812595205488483,10
output,g273_phi_2,1,0.6586980887076148,0,0.6618978329705119,10
output,g274_phi_1,1,-0.01667597515218773,0,0.0030725959676749627,10
output,g274_Phi,1,0.3152774394718102,0,0.3205616801952366,10
output,g274_phi_2,1,0.45092620282274165,0,0.4556821645007904,10
output,g275_phi_1,1,-0.15305085275500957,0,-0.10832318905112254,10
output,g275_Phi,1,0.2995290891463868,0,0.30204939037625045,10
output,g275_phi_2,1,0.4305748840468648,0,0.43839993380470554,10
output,g276_phi_1,1,0.19689434691128033,0,0.2197154758555011,10
output,g276_Phi,1,0.2446728784161102,0,0.25894840765209026,10
output,g276_phi_2,1,0.5960800324860962,0,0.5986373280462209,10
output,g277_phi_1,1,-0.044716432574581556,0,-0.027639769969674877,10
output,g277_Phi,1,0.3874076249281831,0,0.39176406508444106,10
output,g277_phi_2,1,0.4424327310137604,0,0.46052199290020074,10
output,g278_phi_1,1,0.12603394805181287,0,0.14550717140966257,10
output,g278_Phi,1,0.1960932437375148,0,0.20257004609748366,10
output,g278_phi_2,1,0.583855954817508,0,0.585009279902461,10
output,g279_phi_1,1,0.43907993986887084,0,0.45006426282523065,10
output,g279_Phi,1,0.413064946837411,0,0.4178037226398809,10
output,g279_phi_2,1,0.6627483903945617,0,0.6674996487108583,10
output,g280_phi_1,1,0.027308827035545997,0,0.05468964294997992,10
output,g280_Phi,1,0.32970289715321527,0,0.3439597290071409,10
output,g280_phi_2,1,0.5587205674525986,0,0.5645950566248384,10
output,g281_phi_1,1,0.04758635707435033,0,0.07682242334277335,10
output,g281_Phi,1,0.43717958175251204,0,0.4487372294443907,10
output,g281_phi_2,1,0.5603849229720154,0,0.5699003626847146,10
output,g282_phi_1,1,0.2936939507457655,0,0.3053513694466237,10
output,g282_Phi,1,0.2965335659289875,0,0.3101620652044531,10
output,g282_phi_2,1,0.6492666905514215,0,0.6529325448873383,10
output,g283_phi_1,1,0.00749173329533593,0,0.03578983312775703,10
output,g283_Phi,1,0.2913244417924199,0,0.29861294775994696,10
output,g283_phi_2,1,0.6264840817202364,0,0.6297560808627656,10
output,g284_phi_1,1,0.2613580461941243,0,0.279758172802473,10
output,g284_Phi,1,0.21518796949713168,0,0.21869301999135615,10
output,g284_phi_2,1,0.5352181435171832,0,0.5378442708352534,10
output,g285_phi_1,1,0.19664588678708758,0,0.23113813602971914,10
output,g285_Phi,1,0.3933645851850021,0,0.400140639757697,10
output,g285_phi_2,1,0.5972562829251417,0,0.6019622640748058,10
output,g286_phi_1,1,0.3196888932494989,0,0.3450206615421148,10
output,g286_Phi,1,0.4047311152534956,0,0.40901963793149326,10
output,g286_phi_2,1,0.6884821138747799,0,0.6929438098740346,10
output,g287_phi_1,1,0.3209766773428235,0,0.35279974256331315,10
output,g287_Phi,1,0.373298279614871,0,0.38073569741569113,10
output,g287_phi_2,1,0.5583244940262377,0,0.5701575076648255,10
output,g288_phi_1,1,0.0661021967667732,0,0.1027080546998743,10
output,g288_Phi,1,0.48350171326935554,0,0.48850841302960174,10
output,g288_phi_2,1,0.5322063893450797,0,0.5459623941595211,10
output,g289_phi_1,1,0.1533269614909066,0,0.17187265613968286,10
output,g289_Phi,1,0.15947695647423413,0,0.16737641841358292,10
output,g289_phi_2,1,0.6266790465812413,0,0.6300717499686574,10
output,g291_phi_1,1,-0.4565031181006781,0,-0.1433556814497834,10
output,g291_Phi,1,0.47402676541532857,0,0.47827783191960455,10
output,g291_phi_2,1,0.5376931943673907,0,0.5670145965014246,10
output,g292_phi_1,1,0.2034680518626461,0,0.21887671505275655,10
output,g292_Phi,1,0.23116364150509883,0,0.2452164569476686,10
output,g292_phi_2,1,0.6264532897924077,0,0.628756647306122,10
output,g293_phi_1,1,-0.14232382312612396,0,-0.10674326707529203,10
output,g293_Phi,1,0.2995726667584947,0,0.30224432095016,10
output,g293_phi_2,1,0.4349040755515411,0,0.43839993380470554,10
output,g294_phi_1,1,-0.2302018780952216,0,-0.12746497780531957,10
output,g294_Phi,1,0.34064237756070526,0,0.34531490565231354,10
output,g294_phi_2,1,0.5957386536047722,0,0.6040747799073467,10
output,g295_phi_1,1,0.4176211378638943,0,0.4480412321556783,10
output,g295_Phi,1,0.41445522637772075,0,0.419724503561819,10
output,g295_phi_2,1,0.654551933578861,0,0.6599637132783548,10
output,g299_phi_1,1,0.29607256635983514,0,0.3135297732022901,10
output,g299_Phi,1,0.32215724823307745,0,0.32862420749020704,10
output,g299_phi_2,1,0.5346605758284443,0,0.5383097593817335,10
output,g300_phi_1,1,0.117337595095921,0,0.14144977340046735,10
output,g300_Phi,1,0.4542348957482655,0,0.4665117384861453,10
output,g300_phi_2,1,0.5366089389941093,0,0.5491749829517589,10
output,g302_phi_1,1,0.03269932749261746,0,0.050843580956918995,10
output,g302_Phi,1,0.3407018387316769,0,0.3547037446258129,10
output,g302_phi_2,1,0.5575312618752994,0,0.5628754989293618,10
output,g303_phi_1,1,0.4032578257871112,0,0.4102540784463966,10
output,g303_Phi,1,0.3007693407705492,0,0.31160554005446767,10
output,g303_phi_2,1,0.6463841188061086,0,0.6526523954003471,10
output,g304_phi_1,1,0.17131682465657253,0,0.17788264326532466,10
output,g304_Phi,1,0.23489674573158803,0,0.24144686034564633,10
output,g304_phi_2,1,0.6454222693490919,0,0.6471775119704626,10
output,g306_phi_1,1,0.19220492541458967,0,0.20701465868290023,10
output,g306_Phi,1,0.4110638574609235,0,0.416607226792504,10
output,g306_phi_2,1,0.5511693237822956,0,0.5549855588746625,10
output,g309_phi_1,1,0.29913669374401425,0,0.31991764989524263,10
output,g309_Phi,1,0.3567140605833945,0,0.3675981636798332,10
output,g309_phi_2,1,0.607154666400511,0,0.6098930840292818,10
output,g312_phi_1,1,0.4185829940669922,0,0.4443102905122573,10
output,g312_Phi,1,0.3636495795183227,0,0.37604745204146633,10
output,g312_phi_2,1,0.6939730380040423,0,0.7008421156426543,10
output,g313_phi_1,1,-0.4741651071993679,0,-0.3267117751584499,10
output,g313_Phi,1,0.3982005072194279,0,0.4035323048494334,10
output,g313_phi_2,1,0.46505551995182104,0,0.4767157239260634,10
